id,Title,Year,Age rate,Release date,Genre,Animation,Family,Romance,nan,Documentary,Action,Music,Horror,Comedy,Adventure,History,War,Short,Film-Noir,Adult,Crime,Drama,Thriller,Mystery,Sport,Musical,Sci-Fi,Biography,Fantasy,Western
3311,The Man from Laramie,1955,UNRATED,31 Aug 1955,Western,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3312,The Wild McCullochs,1975,PG,21 May 1975,"Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3313,Class Reunion,1982,R,29 Oct 1982,"Comedy, Horror",False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3314,The Big Trees,1952,UNRATED,30 Mar 1952,"Action, Romance, Western",False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3315,Happy Go Lovely,1951,UNRATED,03 Sep 1951,"Comedy, Musical, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3316,Reindeer Games,2000,R,25 Feb 2000,"Action, Adventure, Crime",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3317,Wonder Boys,2000,R,25 Feb 2000,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3318,Deterrence,1998,R,10 Mar 2000,"Drama, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
3319,Judy Berlin,1999,UNRATED,06 Oct 1999,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3320,Mifune,1999,R,12 Mar 1999,"Romance, Comedy, Drama",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3321,The Waiting Game,2000,UNRATED,27 Jan 2001,"Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3322,3 Strikes,2000,R,01 Mar 2000,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3323,Chain of Fools,2000,R,22 Sep 2000,"Comedy, Crime",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3324,Drowning Mona,2000,PG-13,03 Mar 2000,"Comedy, Crime, Mystery",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
3325,The Next Best Thing,2000,PG-13,03 Mar 2000,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3326,What Planet Are You From?,2000,R,03 Mar 2000,"Comedy, Sci-Fi",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3327,Beyond the Mat,2000,R,17 Mar 2000,"Documentary, Biography, Sport",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
3328,Ghost Dog: The Way of the Samurai,1999,R,24 Mar 2000,"Action, Crime, Drama",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3329,The Year My Voice Broke,1987,PG-13,17 Oct 1987,"Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3330,Splendor in the Grass,1961,UNRATED,17 Nov 1961,"Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3331,My Tutor,1983,R,22 Apr 1983,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3332,The Legend of Lobo,1962,UNRATED,07 Nov 1962,"Family, Adventure",False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3333,The Killing of Sister George,1968,NC-17,01 Mar 1969,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3334,Key Largo,1948,UNRATED,31 Jul 1948,"Action, Crime, Drama",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3335,Jail Bait,1954,UNRATED,12 May 1954,"Crime, Drama, Film-Noir",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False
3336,It Happened Here,1961,UNRATED,08 Aug 1966,"Drama, Fantasy, War",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
3337,I'll Never Forget What's'isname,1967,UNRATED,09 Feb 1968,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3338,For All Mankind,1989,UNRATED,01 Nov 1989,"Documentary, History",False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3339,Cross of Iron,1977,R,10 Feb 1977,"Drama, War",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
3340,Bride of the Monster,1956,UNRATED,01 Feb 1956,"Horror, Sci-Fi",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3341,Born Yesterday,1950,UNRATED,01 Feb 1951,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3342,Birdy,1984,R,21 Dec 1984,"Drama, War",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
3343,And God Created Woman,1988,R,04 Mar 1988,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3344,Blood Feast,1963,UNRATED,06 Jul 1963,Horror,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3345,"Charlie, the Lonesome Cougar",1967,UNRATED,18 Oct 1967,"Adventure, Family",False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3346,Color Me Blood Red,1965,UNRATED,13 Oct 1965,"Comedy, Horror",False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3347,Never Cry Wolf,1983,PG,27 Jan 1984,"Adventure, Drama",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3348,The Night Visitor,1970,PG,07 Feb 1972,"Crime, Thriller, Horror",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
3349,The Perils of Pauline,1947,UNRATED,04 Jul 1947,"Biography, Comedy",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3350,A Raisin in the Sun,1961,UNRATED,24 Aug 1961,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3351,Two Thousand Maniacs!,1964,UNRATED,20 Mar 1964,Horror,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3352,Brown's Requiem,1998,R,03 Jun 1999,"Crime, Drama, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
3353,The Closer You Get,2000,PG-13,08 Sep 2000,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3354,Mission to Mars,2000,PG,10 Mar 2000,"Adventure, Sci-Fi, Thriller",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
3355,The Ninth Gate,2000,R,10 Mar 2000,"Mystery, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
3356,Condo Painting,2000,UNRATED,17 Aug 2001,Documentary,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3357,East/West,1999,PG-13,05 May 2000,"Drama, History, Romance",False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3358,Defending Your Life,1991,PG,05 Apr 1991,"Comedy, Drama, Fantasy",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
3359,Breaking Away,1979,PG,20 Jul 1979,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3360,Hoosiers,1986,PG,27 Feb 1987,"Drama, Sport",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
3361,Bull Durham,1988,R,15 Jun 1988,"Comedy, Romance, Sport",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3362,Dog Day Afternoon,1975,R,25 Dec 1975,"Biography, Crime, Drama",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
3363,American Graffiti,1973,PG,11 Aug 1973,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3364,The Asphalt Jungle,1950,UNRATED,01 Jun 1950,"Crime, Drama, Film-Noir",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False
3365,The Searchers,1956,UNRATED,26 May 1956,"Adventure, Drama, Western",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
3366,Where Eagles Dare,1969,PG,12 Mar 1969,"Action, Adventure, War",False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3367,The Devil's Brigade,1968,UNRATED,02 Aug 1968,"Action, Drama, War",False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
